"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"MEXICO","CUAUTITLAN IZCALLI","E08241",112361,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","Miguel Hidalgo No. 24","GRANJAS MEXICO ","52140","5262 38 00","vruiz@hidrosina.com.mx","27-Jun-05","S","S","N",19.4018836,-99.1241918
"MEXICO","CUAUTITLAN IZCALLI","E08243",112363,"AUTOSERVICIO GALIGAS, S.A. DE C.V.","AV. HUEHUETOCA S/N. FRACCION B","EX HACIENDA SAN MIGUEL","54715","55-22292469","josemcasal@yahoo.com.mx","30-Sep-05","S","S","S",19.6895205,-99.2113669
"MEXICO","CUAUTITLAN IZCALLI","E08296",112416,"SERVICIO EL MOLINO, S.A. DE C.V.","Av. J. Jimenez Cantu S/N","Jardines de San Miguel","54715","16761959","molino@grupocyma.com.mx","16-Dec-05","S","S","S",19.6883246,-99.2127653
"MEXICO","CUAUTITLAN IZCALLI","E08857",112977,"INMOBILIARIA A'BEIRA, S.A. DE C.V.","Av. Lecheria Lote 1-31","Parque Industrial Cuautitlan Izcalli","54730","58703261","abeira@hotmail.com","2-Jul-07","S","S","S",19.6549523,-99.152534
"MEXICO","CUAUTITLAN IZCALLI","E08904",113024,"SUPER SERVICIO AURORA, S.A. DE C.V.","VILLA DEL CARBON Y CIRCUNVALACON  2/17","SAN JOSE HUILANGO","54710","xxxxxxxxxxxxxxxx","aurora8904_01@hotmail.com","25-May-07","S","S","S",19.6755385,-99.246107
"MEXICO","CUAUTITLAN IZCALLI","E09005",113125,"PETROMAX, S.A. DE C.V.","AV. CHALMA ESQ. AV. PASEO DE LAS HACIENDAS LT. 6","Jardines de La Hacienda","54720","81- 81306850","itza.terrazas@petro-7.com.mx","31-Oct-07","S","S","N",19.6730347,-99.2023662
"MEXICO","CUAUTITLAN IZCALLI","E09354",113474,"SUPER SERVICIO EL ANCLA, S.A. DE C.V.","AV. 1RO. DE MAYO MZA. 4, LOTE 19, SUBLOTE 01","Santiago Tepalcapa","54743","58681371 / 19943090","ivonne_ancla1@hotmail.com","21-Jul-08","S","S","N",19.6338747,-99.2044432
"MEXICO","CUAUTITLAN IZCALLI","E09517",113637,"SERVICIO PRONTO, S.A. DE C.V.","AV. 20 DE NOVIEMBRE LT. 24 F","PARQUE INDUSTRIAL XHALA","54714","52554151","a_llanosc_c@hotmail.com","13-Oct-08","S","S","S",19.6853937,-99.1912897
"MEXICO","CUAUTITLAN IZCALLI","E10001",114121,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","AV. CHALMA S/N, ESQ.  AV. DE LAS TORRES MZ. 3","FRACCIONAMIENTO INFONAVIT NORTE","54715","5262 38 000","vruiz@hidrosina.com.mx","22-Dec-09","S","S","N",19.3735795,-99.2167904
"MEXICO","CUAUTITLAN IZCALLI","E11558",115678,"SERVICIO SAN FRANCISCO TEPOJACO, S.A. DE C.V.","AV. CARRETERA SAN PEDRO TEPOJACO MZ 162 LOTE 9","LOMAS DE SAN FRANCISCO TEPOJACO","54745","5526027467","serviciotepojaco@gmail.com","21-Jun-13","S","S","S",19.6524979,-99.2577715
"MEXICO","CUAUTITLAN IZCALLI","E11637",115757,"GASOLINERIA ULISES, S.A. DE C.V.","CALLE CISNES NO. 40 LOTE 1 MZA 10","LAGO DE GUADALUPE","54760","55-11-21-86","es11637@corpogas.com.mx,gerardo@corpogas.com.mx,fe","17-Apr-13","S","S","S",19.6308952,-99.2480728
"MEXICO","CUAUTITLAN IZCALLI","E11647",115767,"AUTOSERVICIO ATLANTA, S.A DE C.V.","AV. CUAUTITLAN IZCALLI ESQ. AV. TENANGO DEL VALLE","CUAUTITLAN IZCALLI","54730","91154714","riodeza@prodigy.net.mx","18-Feb-14","S","S","S",19.6491733,-99.2124447
"MEXICO","CUAUTITLAN IZCALLI","J01249",1400365,"SERVICIOS DE TRANSPORTES CAD, S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO KM. 36.8 NO. 34","Zona Industrial Cuamatla","54700","58-64-16-00","mariagts@soriana.com","30-May-03","N","N","S",19.5305939,-99.2217169
"MEXICO","CHALCO","E00237",107976,"COMBUSTIBLES DE CHALCO, S.A. DE C.V.","CUAUHTEMOC Y REFORMA","Chalco Centro","56600","30921643","gasmx@live.com","4-Feb-98","S","N","S",19.3106901,-98.9090866
"MEXICO","CHALCO","E00238",107977,"GASOLINERIA EL AGUILA, S.A. DE C.V.","CARRETERA MEXICO-CUAUTLA KM. 38+500 ","GRANJAS DE CHALCO","56600","(55) 59730500","mike_mpr@hotmail.com","23-Apr-93","S","S","S",19.2756622,-98.8845578
"MEXICO","CHALCO","E04312",107883,"GASOLMEX DISTRIBUIDOR DE PETROLIFEROS, S.A. DE C.V.","CARRETERA FEDERAL MEXICO CUAUTLA KM. 1.4","CASCO DE SAN JUAN","56600","59751622","gasolmexlibra4312@hotmail.com","29-Aug-95","S","S","S",19.2617188,-98.8803964
"MEXICO","CHALCO","E04506",107985,"ESTEFANIA PEREZ RUIZ","AV. ALFREDO DEL MAZO NO. 150","VALLE DE CHALCO SOLIDARIDAD","56600","","","27-May-96","S","S","S",19.2922406,-98.940356
"MEXICO","CHALCO","E04988",107873,"GASOLINERIA LA HACIENDA DE XICO, S.A. DE C.V.","AV. TEZOZOMOC ESQ. AV. ADOLFO LOPEZ MATEOS","SAN MIGUEL XICO","56600","(55) 59714587","mike_mpr@hotmail.com","22-Apr-98","S","N","S",19.2679933,-99.0014971
"MEXICO","CHALCO","E05707",109388,"GASOLINERA LAM, S.A. DE C.V.","AV. SOLIDARIDAD NO. 186","UNION DE GUADALUPE","56600","0157141648","gerenciageneral@gaslam.com.mx","14-Jul-00","S","S","S",19.6891861,-101.1849054
"MEXICO","CHALCO","E05758",109477,"GRUPO OSSO DE MEXICO, SA DE CV","AV. SOLIDARIDAD S/N","Tres Marias","56600","17-34-29-41","grupoosso@prodigy.net.mx","20-Sep-00","S","S","S",19.277729,-98.908807
"MEXICO","CHALCO","E05868",109683,"SERVICIO SOLARES, SA DE CV","CARRETERA CHALCO TLAHUAC S/N","BARRIO SAN SEBASTIAN","56600","56077269","sirago2831@hotmail.com","2-Aug-01","S","S","S",19.2575487,-98.9065987
"MEXICO","CHALCO","E06527",110647,"SERVICIO FRESNOS, S.A. DE C.V.","AV. CUAUHTEMOC Y FELIPE ANGELES NO. S/N","EMILIANO ZAPATA","56600","17-34-39-09","alejerazo@hotmail.com","21-Aug-02","S","S","N",25.5653315,-103.4914176
"MEXICO","CHALCO","E06605",110725,"SERVICIO EXPRESS DEL VALLE DE CHALCO, S.A. DE C.V.","AV. SOLIDARIDAD NO. 21","SAN ISIDRO","56617","(55) 59882513","mike_mpr@hotmail.com","12-Nov-02","S","N","N",25.8471504,-97.4870238
"MEXICO","CHALCO","E07142",111262,"SONIA BEATRIZ LOPEZ MENDOZA","EJIDO DE COCOTITLAN LT.1 DE LA SUBDIVISION PARCELA 136 P4/8","San Gregorio Cuautzingo","56640","","","25-Aug-03","S","S","S",19.263073,-98.8573911
"MEXICO","CHALCO","E07196",111316,"SERVICIO SOBREDO, S.A. DE C.V.","EJE 10 SUR NO. 2","Santa Catarina","56600","58603509","xurxo1414@hotmail.com","25-Feb-04","S","S","S",19.3353887,-99.2017319
"MEXICO","CHALCO","E07200",111320,"OPERADORA LUINTRA S.A. DE C.V.","CARRETERA CHALCO-MIXQUIC S/N","San Mateo Huitzilzingo","56625","22366145","operadora_luintra@hotmail.com","28-Nov-03","S","S","S",19.225833,-98.925278
"MEXICO","CHALCO","E07490",111610,"CORPOSTAR S.A. DE C.V.","CARRETERA MEXICO-CUAUTLA PARCELA 165 z-1 P1/3","SAN GREGORIO CUAUTZINGO","56640","771-7109065","corpostar@prodigy.net.mx","27-May-04","S","S","N",19.263073,-98.8573911
"MEXICO","CHALCO","E07532",111652,"GRUPO SURCOS LARGOS S.A. DE C.V.","Av. Cuauhtemoc Ote. No. 1200","Parque Industrial","56600","59-75-14-40","tmx5559751440@prodigy.net.mx","4-Jun-04","S","S","N",19.4814935,-99.1182031
"MEXICO","CHALCO","E07725",111845,"GASOCHALCO, S.A. DE C.V.","CARRETERA CHALCO-TLAHUAC NO. 500","CULTURAS DE MEXICO","56607","30-92-44-46","gasochalco@prodigy.net.mx","18-Nov-04","S","N","S",19.2663893,-98.9065987
"MEXICO","CHALCO","E08604",112724,"RENE'S RAYAM, S.A. DE C.V.","LIBRAMIENTO CARRETERA FEDERAL MEXICO CUAUTLA KM.5+167","SAN GREGORIO CUAUTZINGO","56640","19-93-00-36","renedelrosario63@hotmail.com","12-Jan-07","S","S","N",19.263073,-98.8573911
"MEXICO","CHALCO","E08616",112736,"GRUPO GARIVE DE MEXICO DISTRIBUIDORA DE PETROLIFEROS SA DE CV","AV. ADOLFO LOPEZ MATEOS NO. 205-A, ESQ. ORIENTE 24","San Isidro","56617","5520763182 y 0445537","garive13@prodigy.net.mx y claudiarivera10@prodigy.","9-Feb-07","S","S","N",19.2890202,-98.9259142
"MEXICO","CHALCO","E08713",112833,"GASOLINERIA PAGA, S.A. DE C.V.","CARRETERA FEDERA MEXICO-CUAUTLA PARCELA 110 P 4/8","PARQUE INDUSTRIAL SANTA MARIA ATOYAC","56600","5738 31 50","patricia-aguilar@live.com.mx","2-May-08","S","S","S",19.4955915,-99.0730075
"MEXICO","CHALCO","E08717",112837,"SUPERSERVICIO VALLE DE CHALCO S.A. DE C.V.","LATERAL CARRETERA MEXICO-PUEBLA MZ. 456 LT. 1","San Isidro","56617","59786118/59786133","jaalvarez@prodigy.net.mx","16-Nov-06","S","S","S",19.2890202,-98.9259142
"MEXICO","CHALCO","E09025",113145,"FERTONIO.S.A. DE C.V.","AV. CUAUHTEMOC ORIENTE NO. 200","Centro","57840","58561683","fertonio4@hotmail.com","16-Jul-07","S","S","N",19.4814935,-99.1182031
"MEXICO","CHALCO","E09888",114008,"ALFONSO NAVA BURGOS","CARRETERA CHALCO-STA. MARIA HUEXOCULCO S/N.","San Gregorio Cuautzingo","56640","","","21-Jan-10","S","S","S",19.263073,-98.8573911
"MEXICO","CHALCO","E10011",114131,"INMOBILIARIA CORPAZ SA DE CV","CARRETERA CHALCO TLALMANALCO NO. 101","Llano Grande","56645","2586-0520","inmobiliariacorpaz@4prodygi.net.mx","41038","S","S","N",19.219868,-98.8176712
"MEXICO","CHALCO","E10365",114485,"ESTACION RANCHO SAN ISIDRO, S.A. DE C.V.","Av. San Isidro No. 701","Barrio de la Conchita","56600","59732033","estacion_isidro1@hotmail.com","18-Nov-10","S","S","S",19.2546651,-98.892475
"MEXICO","CHALCO","E10528",114648,"GOMALVA, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-CUAUTLA S/N LT. 01","San Gregorio Cuatzingo","56640","17-34-53-81","gomalva1@hotmail.com","2-Mar-11","S","S","S",19.0375445,-98.8075906
"MEXICO","CHALCO","E10533",114653,"GASOLINERA LAGO DE CHALCO S.A. DE C.V.","CARRETERA TLAHUAC CHALCO LOTE 7 Y 8 MANZANA 136 ZONA UNO","JARDINES DE CHALCO","56600","015979785051","gas10533@hotmail.com","","N","N","N",19.2537337,-98.8941841
"MEXICO","CHALCO","E10583",114703,"SERVICIO JUSLA VALLE DE CHALCO, S.A. DE C.V.","AV. CUAUHTEMOC ESQ. CALLE NORTE SIETE N0. 146","Maria Isabel","56615","59715955","serviciochalco@jusla.com.mx","23-Jan-12","S","S","S",19.2920188,-98.9548963
"MEXICO","CHALCO","E10824",114944,"ENER LAGO, S.A. DE C.V.","Allende No. 998","Barrio de San Francisco","56600","(55)30923423","enerlago@hotmail.com","23-Nov-11","S","S","S",25.8879741,-97.5064929
"MEXICO","CHALCO","E11011",115131,"OLIVER GARCIA BARRERA","MORELOS NO. 1299","UNIDAD HABITACIONAL EL VERGEL","56600","","","10-Jan-12","S","S","S",19.3173649,-99.0841
"MEXICO","CHALCO","E11286",115406,"CIPRIANO JIMENEZ CORTES","CARR CHALCO-MIXQUIC ESQ. CARR CHALCO-SAN PABLO AT","SAN PABLO ATLAZALPAN","56620","","","24-May-12","S","S","N",19.2143287,-98.9109211
"MEXICO","CHALCO","E11661",115781,"SERVICIO GORM, S.A. DE C.V.","EMILIANO ZAPATA NO.146 MANZANA 555, LOTE 08","SAN ISIDRO","56613","51352531","g3rard0_alcantara@hotmail.com","4-Mar-14","S","S","S",19.2530241,-98.8928128
"MEXICO","CHALCO","E11849",115969,"ORIGAS SA DE CV","CARRETERA A SAN MARTIN CUAUTLALPAN KM 0","","","44 39 59 11","vidal.nieto@origas.com.mx","12-Dec-13","S","S","S",19.4985627,-99.1925108
"MEXICO","CHALCO","E11986",116106,"ESTACION 10 SUR, S.A. DE C.V.","EJE 10 SUR NO. 2, MZ 39 LOTE 1","AMPLIACION SANTA CATARINA","56619","58600980","pepe27pd@hotmail.com","","S","S","S",25.6685405,-100.4615679
"MEXICO","CHIAUTLA","E05681",109341,"SERVICIO CAPE, S.A. DE C.V.","AV. DEL TRABAJO NO. 18","SAN ANDRES","56030","01(595)953 0176","servicio_cape@hotmail.com","16-Jun-00","S","S","N",19.1973903,-99.0061963
"MEXICO","CHIAUTLA","E06399",110519,"JOSE CRUZ BOJORGES CASTRO","Camino A Papalotla No. 9","San Sebastian","56030","","","29-Jan-03","S","S","S",19.1185583,-98.1934145
"MEXICO","CHICOLOAPAN","E03192",107979,"OPERADORA DE SERVICIOS GASOLINEROS, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 29.5","San Jose","56370","01-5559-215937","operadoradservgas@prodigy.net.mx","28-Sep-93","S","S","S",19.4123331,-98.9209808
"MEXICO","CHICOLOAPAN","E04532",107926,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","CARRETERA MEXICO-TEXOCO KM. 28 + 500","San Jose","56300","5262 38 00","vruiz@hidrosina.com.mx","4-Jul-96","S","N","S",19.4123331,-98.9209808
"MEXICO","CHICOLOAPAN","E05535",109024,"GASCOEN, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 29.9","San Vicente","56370","59215363","gas5535@yahoo.com.mx","22-Dec-99","S","S","S",19.4153604,-98.9185672
"MEXICO","CHICOLOAPAN","E09998",114118,"SERVICIO CUPULA, S.A. DE C.V.","AV. RIO MANZANO Y/O PROLONGACION LERDO","BONITO EL MANZANO","56370","52554151","a_llanosc_c@hotmail.com","4-Nov-09","S","S","S",19.4230489,-98.9049046
"MEXICO","CHICOLOAPAN","E10499",114619,"ESTACION DE SERVICIOS COSTEQA, S.A. DE C.V.","CAMINO A COATEPEC S/N","SAN VICENTE CHICOLOAPAN","56370","22872200","es10499@corpogas.com.mx, gerardo@corpogas.com.mx,","15-Apr-11","S","S","S",19.3525874,-98.8603533
"MEXICO","CHIMALHUACAN","E03992",107930,"SERVICIO XOCHIACA, S.A. DE C.V.","PROLONGACION BORDO DE XOCHIACA S/N","TLATELCO              ","56353","55-81-98-97","liesyeza@yahoo.com","11-Mar-94","S","S","S",19.4131064,-98.9849316
"MEXICO","CHIMALHUACAN","E04334",107928,"SERVICIO LOS PATOS, SA DE CV","AV. DEL PENON S/N","SAN PEDRO ","56330","55-81-98-97","liesyeza@yahoo.com","17-Oct-95","S","S","S",19.4053287,-98.9555852
"MEXICO","CHIMALHUACAN","E06649",110769,"SERVICIO TLATELCO, S.A. DE C.V.","AV. OBRERISMO MZ. 203 LT. 1 S/N","BARRIO TALABARTEROS Y/O BARRIO PLATEROS","56356","5581-9897","liesyeza@yahoo.com","11-Oct-02","S","S","N",19.4279021,-98.9783659
"MEXICO","CHIMALHUACAN","E06797",110917,"JOSE MERLOS ESCUTIA","AV. LAS TORRES MZ. 401","Barrio Jugueteros","56356","","","24-Jan-03","S","S","S",19.4457012,-98.9627482
"MEXICO","CHIMALHUACAN","E07263",111383,"SERVICIO MADELL, S.A. DE C.V.","AV. DEL PENON LT. 1, 2,3 Y 4","BARRIO XOCHITENCO ALDAMA","56330","55819897","liesyeza@yahoo.com","1-Dec-03","S","S","S",19.4189713,-98.9369641
"MEXICO","CHIMALHUACAN","E07655",111775,"EVERARDO LARA COVARRUBIAS","AV. ARCA DE NOE NO. 3 MZ.-277 LT.-35","SAN MIGUEL","56330","","","9-Jul-04","S","S","S",19.3558408,-99.0797008
"MEXICO","CHIMALHUACAN","E08280",112400,"ARAS LOS REYES S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 25.5","Francisco Villa","56370","10570078","rbka@prodigy.net.mx","20-Oct-05","S","S","N",19.3952175,-98.932819
"MEXICO","CHIMALHUACAN","E08725",112845,"SERVICIO NINFA, S.A. DE C.V.","CALLE 18 MZA. 24 LT. 3","SAN LORENZO","56340","5851-1695","liesveza@yahoo.com.mx","31-Aug-07","S","S","N",19.4045962,-98.972843
"MEXICO","CHIMALHUACAN","E09086",113206,"SERVICIO KAFEGO S.A. DE C.V.","AV. NEZAHUALCOYOTL NO. 205","SANTA MARIA NATIVITAS","56330","55- 57 66 23 19","servicioparaiso@prodigy.net.mx","26-Nov-07","S","S","N",19.4124405,-98.9348886
"MEXICO","CHIMALHUACAN","E10206",114326,"INMOBILIARIA ROJAS & GAS, S. A. DE C. V.","AV. NEZAHUALCOYOLT SN","Santa Maria Nativitas","56335","13469087","ivan@gasexpress.com.mx","26-Feb-10","S","S","N",19.4121008,-98.9302433
"MEXICO","CHIMALHUACAN","E10685",114805,"EVERARDO LARA COVARRUBIAS","AV. PENON MZA. 324 LT 21-29","TEJEDORES","56350","","","9-Mar-11","S","S","S",19.4133877,-98.9679116
"MEXICO","CHIMALHUACAN","E11426",115546,"HIDROSINA PLUS, S. A. DE C. V.","AV.  BAJA CALIFORNIA   148","BARRIO  SAN AGUSTIN","01","52623827","vruiz@hidrosina.com.mx","24-Oct-12","S","S","N",19.1812031,-99.0164999
"MEXICO","ECATEPEC DE MORELOS","E00234",107849,"SERVICIO CERRO GORDO, SA DE CV","VIA MORELOS NO. 373","CERRO GORDO","55500","55-693293","cidonmenyjc@prodigy.net.mx","13-Feb-98","S","S","S",19.5456041,-99.0668866
"MEXICO","ECATEPEC DE MORELOS","E00265",107814,"SUPER SERVICIO RIOLUNA, SA DE CV","AV. VIA MORELOS NO. 65","ALAMOS DE SAN CRISTOBAL","55040","5-1160903","al.quesada@hotmail.com","5-Nov-98","S","S","N",19.5333625,-99.0681648
"MEXICO","ECATEPEC DE MORELOS","E00268",107835,"OPERADORA MOANA, S.A. DE C.V.","CARRETERA MEXICO PACHUCA NO. 48","Cuauhtemoc Xalostoc","55310","55-69-22-45","omoana@hotmail.com","17-Jan-95","S","S","S",19.5232489,-99.0835288
"MEXICO","ECATEPEC DE MORELOS","E00286",107832,"GASOLINERA Y SERVICIOS CENTRAL, S.A. DE C.V.","VIA MORELOS NO. 261 ","SANTA MARIA TULPETLAC.","55400","57-754-641","servicioscentral1@hotmail.com","12-Jan-95","S","S","S",19.5652904,-99.0453504
"MEXICO","ECATEPEC DE MORELOS","E02843",107862,"ALTAVILLA, S.A. DE C.V.","VIA MORELOS NO. 140","Altavilla","55390","57142566","","29-Apr-93","S","S","S",19.5452978,-99.0679799
"MEXICO","ECATEPEC DE MORELOS","E03238",107856,"SERVICIO AZTLAN, S.A. DE C.V.","BOULEVARD DE LOS AZTECAS NO. 123","CIUDAD AZTECA 1RA. SECCION","55120","57746640","servicioaztlan@prodigy.net.mx","30-Aug-96","S","S","N",19.5337639,-99.0183965
"MEXICO","ECATEPEC DE MORELOS","E03281",107825,"OPERADORA DE ESTACIONES DE SERVICIO 20-20, S.A. DE C.V.","VIA MORELOS NO. 170","Los Laureles","55090","52-62-38-00","controlesvolumetricos@hidrosina.com.mx","2-Jun-93","S","S","S",19.5836943,-99.0412935
"MEXICO","ECATEPEC DE MORELOS","E03494",107792,"INMOBILIARIA BOLNUEVO 10, S.A. DE C.V.","VIA JOSE LOPEZ PORTILLO NO. 367","GUADALUPE VICTORIA","55010","55112186","es3494@corpogas.com.mx,gerardo@corpogas.com.mx,fel","20-Jul-92","S","S","S",19.6203972,-99.069965
"MEXICO","ECATEPEC DE MORELOS","E03535",107796,"RAGUVES, S.A. DE C.V.","AV. DE LA LAGUNA NO. 140","MIGUEL HIDALGO","55490","57904555","es3535@corpogas.com.mx,gerardo@corpogas.com.mx,fel","20-Jul-92","S","S","S",19.5281899,-99.0531127
"MEXICO","ECATEPEC DE MORELOS","E03540",107824,"GASOLINERIA RECOLETOS, S.A. DE C.V.","AV. C. HANK GONZALEZ NO. 120","RINCONADA DE ARAGON","55140","55-11-21-86","es3540@corpogas.com.mx, gerardo@corpogas.com.mx, f","11-Feb-99","S","S","N",19.530076,-99.0291951
"MEXICO","ECATEPEC DE MORELOS","E03634",107797,"GASOLINERIA LA CHICA, SA DE CV","VIA JOSE LOPEZ PORTILLO NO. 417","GUADALUPE VICTORIA","55010","58650725","es3634@corpogas.com.mx,gerardo@corpogas.com.mx,fel","20-Jul-92","S","S","S",19.6238022,-99.0751334
"MEXICO","ECATEPEC DE MORELOS","E03838",107851,"SUPER SERVICIO FLORENCIA, S.A. DE C.V.","AV. CARLOS HANK GONZALEZ NO. 48","LADERAS DEL PENON","55135","25460229","eccababie@yahoo.com.mx; jp@grupogasoleo.com","27-Jul-92","S","S","N",19.4896536,-99.0468293
"MEXICO","ECATEPEC DE MORELOS","E04222",107860,"SERVICIO BEGONIA, SA DE CV","AV. CARLOS HANK GONZALEZ NO. 141","Granjas Valle de Guadalupe","55270","51200767","inlasuto@terra.com.mx","21-Apr-95","S","S","N",19.5062894,-99.0561009
"MEXICO","ECATEPEC DE MORELOS","E04276",107859,"ALTAVILLA, S.A. DE C.V.","CARRETERA  MEXICO-PIRAMIDES KM 1.5","Santa Cruz Venta de Carpio","55060","58-39-51-19","saltavvcarpio@lasuto.com","8-Aug-95","S","S","S",19.6232878,-99.0058397
"MEXICO","ECATEPEC DE MORELOS","E04559",107837,"GAS ECATEPEC, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM 29.5  NO. 566 ","San Isidro Atlautenco","55060","24-89-59-81","ecatepec@grupocyma.com.mx","12-Aug-96","S","S","S",19.6155362,-98.9747662
"MEXICO","ECATEPEC DE MORELOS","E04658",108205,"OPERADORA DIGALPA, S.A. DE C.V.","Via Morelos No. 601","CUAUHTEMOC XALOSTOC","55310","57-91-12-28","odigalpa@hotmail.com","28-Nov-96","S","S","S",19.5443633,-99.0669887
"MEXICO","ECATEPEC DE MORELOS","E04799",107795,"PETROMAX, S.A. DE C.V.","VIA MORELOS NO. 322-A","Jardines de Santa Clara","55130","81306856","itza.terrazas@petro-7.com.mx","4-Jul-97","S","S","S",19.5452907,-99.0680896
"MEXICO","ECATEPEC DE MORELOS","E04803",107794,"SERVICIO TREINTA TREINTA, SA DE CV","AV. REVOLUCION NO. 46","SANTA AGUEDA","55025","58 38 11 06  y  58 3","es4803@corpogas.com.mx, gerardo@corpogas.com.mx, f","1-Aug-97","S","S","N",19.6283814,-99.0141005
"MEXICO","ECATEPEC DE MORELOS","E04888",107812,"GASOLINERAS GRUPO MEXICANO, SA DE CV","AV. MORELOS NO. 300","Santa Clara ","55400","30031211","ebasurto@ggmgasolineras.com","2-Oct-97","S","N","S",19.5452936,-99.0680777
"MEXICO","ECATEPEC DE MORELOS","E04964",107790,"GASOLINERA Y SERVICIOS CENTRAL II, SA DE CV","AV. CENTRAL S/N.","EJIDO SANTA MARIA TULTEPETLAC","55400","5776-91-61","jamc@prodigy.net","4-Feb-98","S","S","S",19.5492087,-99.0216549
"MEXICO","ECATEPEC DE MORELOS","E04972",107789,"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V.","Via Morelos No. 597","Cuauhtemoc Xalostoc","55310","43263224","oscar@estacioneses.com.mx","28-Jan-98","S","S","S",19.5443631,-99.0669881
"MEXICO","ECATEPEC DE MORELOS","E05028",108360,"DIMECO, S.A. DE C.V.","FRANCISCO BELTRAN  NO. 3708","GUADALUPE VICTORIA","64560","26232095","masrielias@dimeco.com.mx","8-Apr-98","S","S","N",25.6916949,-100.2885235
"MEXICO","ECATEPEC DE MORELOS","E05066",108361,"SERVICIO NUEVO LAREDO, SA DE CV","VIA MORELOS NO. 515","TULPETLAC","54959","511-2186","es5066@corpogas.com.mx, gerardo@corpogas.com.mx,fe","21-May-98","S","S","S",19.5455316,-99.0669033
"MEXICO","ECATEPEC DE MORELOS","E05136",108475,"SERVICIO ATLAUTENCO, S.A. DE C.V.","CARRETERA  LECHERIA-TEXCOCO KM 12","Carlos Salinas de Gortari","55060","58389210","es5136@hotmail.com","15-Dec-00","S","S","S",19.3308273,-98.9597277
"MEXICO","ECATEPEC DE MORELOS","E05310",108711,"SERVICIO CHICONAUTLA, SA DE CV","CARRETERA MEXICO-PACHUCA NO. 1 Y 3 KM. 28","Santa Maria Chiconautla","55020","59-31-68-14","jvazquez@tec.com.mx","29-Mar-99","S","S","N",19.667788,-99.0041141
"MEXICO","ECATEPEC DE MORELOS","E05347",108796,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","Av. Central No. 20","Valle de Aragon 3a Seccion","55235","52623827","controlesvolumetricos@hidrosina.com.mx","27-May-99","S","S","N",19.4877439,-99.0476093
"MEXICO","ECATEPEC DE MORELOS","E05383",108761,"SERVICIO BEGONIA, S.A. DE C.V.","CARRETERA MEXICO-PACHUCA KM.29","Santo Tomas Chiconautla","55066","59-31-81-68","ssantot@lasuto.com","17-May-99","S","S","N",19.6565665,-99.0047586
"MEXICO","ECATEPEC DE MORELOS","E05427",108850,"SUPER SERVICIO SAN RAFAEL, SA DE CV","VIA MORELOS NO. 58","SAN JUAN ALCAHUACAN","55045","5-1160903 5-1160905","sssanrafael@prodigy.net.mx, al.quesada@hotmail.com","18-Oct-99","S","S","S",19.5988518,-99.0437592
"MEXICO","ECATEPEC DE MORELOS","E05488",108954,"ALEJANDRO MARIO OCHOA FRAGOSO","VIA MORELOS NO. 359-A","Santa Clara Coatitla","55540","","","28-Oct-99","S","S","S",19.5440305,-99.0672111
"MEXICO","ECATEPEC DE MORELOS","E05572",109101,"SERVICIO AUTOPISTA PACHUCA, SA DE CV","AUTOPISTA MEXICO-PACHUCA KM 20+084","TULPETLAC","55400","57879890","es5572@corpogas.com.mx, gerardo@corpogas.com.mx, f","5-Jan-00","S","S","S",19.5728984,-99.042499
"MEXICO","ECATEPEC DE MORELOS","E05638",109253,"SERVICIO GUADALUPE VICTORIA, SA DE CV","VIA JOSE LOPEZ PORTILLO NO. 100","GUADALUPE VICTORIA","55010","58358513","es5638@corpogas.com.mx, gerardo@corpogas.com.mx, f","22-May-00","S","S","N",19.6238022,-99.0751334
"MEXICO","ECATEPEC DE MORELOS","E05771",109506,"SERVICIO IRIS, SA DE CV","AV. HIDALGO ESQ. R-1 LOTE 1","SAN FRANCISCO XALOSTOC","55330","55112186","es5771@corpogas.com.mx,gerardo@corpogas.com.mx,fel","10-Nov-00","S","S","N",19.524823,-99.0591821
"MEXICO","ECATEPEC DE MORELOS","E05818",109593,"SUPER SERVICIO META, S.A. DE C.V.","Av. Morelos No.416","CUAUHTEMOC XALOSTOC","55310","52460229","eccababie@yahoo.com.mx; jp@grupogasoleo.com","15-Nov-00","S","S","S",19.5455821,-99.0668916
"MEXICO","ECATEPEC DE MORELOS","E05966",109907,"SERVICIO CANDEDO, S.A. DE C.V.","VICENTE LOMBARDO TOLEDANO NO. 1","SANTA CLARA","55540","57-91-27-71","candedo@meigascorp.com","4-May-01","S","S","S",16.7366224,-92.6574181
